ID,LONG,LAT,SUB_Basin,Elevation,AAP(mm),RiverDIST(m),FaultDIST(m),Landuse_Type,Slop(Percent),Slop(Degrees),GEO_UNIT,DES_GEOUNI,Climate_Type,DES_ClimateType
115,56.297,29.553,Shoor,2684,123,69.56875467,2614.464464,mix(lowforest_x),21.5073051,12.1378813,OMgr, Oligo - Miocene granite and granodiorite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
116,55.861,28.25,Shoor,823,140,226.1923084,2763.517583,poorrange,1.0750294,0.6159227,OMr,Opemiska mafic rocks,A-M-VW,"Warm and humid, with a humid period longer than the dry period"
117,55.601,28.953,Shoor,2005,137,2375.886579,6388.186079,mix(poorrange_x),6.3172269,3.6147013,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
118,55.207,28.395,Shoor,1379,160,486.0441526,1884.332435,lowforest,100,45,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
119,55.207,28.395,Shoor,1379,160,486.0441526,1884.332435,lowforest,100,45,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
120,55.207,28.395,Shoor,1379,160,486.0441526,1884.332435,lowforest,100,45,Eja,"Grey and brown weathered , massive dolomite , low weathering thin to medium - bedded dolomite and massive , feature forming , buff dolomitic limestone ( JAHRUM FM . )",A-C-VW,"Warm and dry, with a dry period longer than the humid period"
121,56.265,29.357,Shoor,2158,122,1332.981607,467.57949,mix(modrange_x),4.6003847,2.6339693,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
122,56.492,29.496,Halil Rud,2841,122,125.8069187,1655.955871,mix(agri_X),5.1346021,2.9393289,Eabvt,Early Albian volcanic tuff,A-K-W,"Hot and dry, with a dry period longer than the humid period"
123,56.986,29.204,Halil Rud,2030,131,2038.983315,4027.997482,poorrange,27.2897911,15.2642183,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
124,56.998,29.19,Halil Rud,1973,131,323.173729,2202.728657,modrange,20.0264797,11.3245201,Qft1,High level piedmont fan and valley terrces deposits,A-C-W,"Hot and dry, with a dry period longer than the humid period"
125,56.986,29.202,Halil Rud,2063,131,1977.432584,3893.745273,poorrange,24.1463184,13.574975,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
126,57.005,29.175,Halil Rud,1944,138,336.1416703,1480.798618,modrange,15.6122341,8.8735189,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
127,57.056,29.236,Halil Rud,2101,138,294.4195795,1360.632813,bagh/grazing area,12.7482805,7.265039,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
128,57.001,29.239,Halil Rud,2133,138,3411.741726,4612.568984,poorrange,18.7138882,10.5996666,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
129,56.967,29.195,Halil Rud,2007,131,316.2661647,5222.245196,poorrange,7.3356481,4.1955018,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
130,57.088,29.27,Halil Rud,2275,138,143.5431398,2821.058649,poorrange,2.9563308,1.6933596,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
131,57.054,29.071,Halil Rud,1897,138,446.7355136,342.6233614,modrange,11.6483908,6.6440945,E2m,"Pale red marl ,gypsiferous marl and limestone",A-C-W,"Hot and dry, with a dry period longer than the humid period"
132,56.725,29.285,Halil Rud,2510,131,751.9222083,4730.150973,poorrange,7.8355556,4.4802885,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
133,57.022,29.191,Halil Rud,2090,138,237.9106036,1125.279013,modrange,6.7671371,3.8713815,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
134,57.15,29.267,Halil Rud,2444,138,291.1715955,887.7671704,modrange,33.6333466,18.5895157,pgr,Plagiogranite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
135,57.269,29.353,Namakzar-e Shahdad,3318,138,928.3593825,2799.417573,modrange,52.2486,27.5864372,Eabvt,Early Albian volcanic tuff,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
136,57.278,29.361,Namakzar-e Shahdad,3318,138,824.5639573,3943.182501,modrange,26.6828804,14.9400902,Eabvt,Early Albian volcanic tuff,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
137,57.283,29.367,Namakzar-e Shahdad,3224,138,1179.094735,4301.467478,modrange,38.9957542,21.3036728,Eabvt,Early Albian volcanic tuff,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
138,57.304,29.387,Namakzar-e Shahdad,3527,138,708.3943227,6186.080436,modrange,36.186058,19.8931942,Eabvt,Early Albian volcanic tuff,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
139,57.306,29.389,Namakzar-e Shahdad,3510,138,645.1236081,6421.16005,modrange,32.5862045,18.0488243,Eabvt,Early Albian volcanic tuff,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
140,57.314,29.397,Namakzar-e Shahdad,3440,138,937.2899361,7404.264927,modrange,22.9626369,12.9324312,Edv,Dacitic volcanics,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
141,56.739,29.297,Halil Rud,2554,131,53.32165899,3186.37319,poorrange,3.0701923,1.7585384,E2s," Sandstone , marl and limestone",A-C-W,"Hot and dry, with a dry period longer than the humid period"
142,56.739,29.293,Halil Rud,2545,131,96.89407643,3252.594564,poorrange,15.5612593,8.845005,E2s," Sandstone , marl and limestone",A-C-W,"Hot and dry, with a dry period longer than the humid period"
143,57.883,28.867,Halil Rud,1846,94,561.957551,968.5608108,mix(woodland_x),15.1580095,8.6192856,Edavt,Early Devonian volcanic tuff,A-C-W,"Hot and dry, with a dry period longer than the humid period"
144,57.95,28.883,Halil Rud,3138,94,1839.561917,193.0975619,mix(woodland_x),32.268795,17.884264,Edsv,Early Devonian subaqueous volcanic rocks,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
145,57.8,28.817,Halil Rud,1240,94,131.4761057,293.2279576,modrange,30.5042553,16.9639359,Eav,Early Archean volcanic rocks,A-C-VW,"Warm and dry, with a dry period longer than the humid period"
146,57.067,29.333,Halil Rud,2527,138,1224.667541,264.3581896,mix(poorrange_x),28.0049801,15.6448927,E2s," Sandstone , marl and limestone",A-C-W,"Hot and dry, with a dry period longer than the humid period"
147,57.153,29.11,Halil Rud,2416,138,361.5023495,539.7936054,mix(woodland_x),13.1800747,7.5083494,E2s," Sandstone , marl and limestone",A-C-W,"Hot and dry, with a dry period longer than the humid period"
148,57.151,29.268,Halil Rud,2475,138,270.1275646,740.9009296,modrange,18.4524975,10.4548988,pgr,Plagiogranite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
149,57.15,29.283,Halil Rud,2591,138,1319.848938,185.8409626,modrange,14.2022429,8.0832281,pgr,Plagiogranite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
150,57.068,29.333,Halil Rud,2488,138,1134.853769,260.6772019,mix(poorrange_x),24.3851948,13.7042303,E2s," Sandstone , marl and limestone",A-C-W,"Hot and dry, with a dry period longer than the humid period"
151,56.951,29.3,Halil Rud,2284,131,590.8516293,2846.854972,modrange,4.3001175,2.4622691,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
152,57.122,29.285,Halil Rud,2418,138,75.11592811,2473.355965,modrange,5.9491973,3.4046261,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
153,56.37,28.859,Shoor,2345,133,61.80330872,3822.068339,modrange,6.2337804,3.5670772,Qft1,High level piedmont fan and valley terrces deposits,A-C-W,"Hot and dry, with a dry period longer than the humid period"
154,56.917,29.183,Halil Rud,2133,131,2055.19181,9863.776127,mix(woodland_x),2.8569298,1.6364551,Murc, Red conglomerate,A-C-W,"Hot and dry, with a dry period longer than the humid period"
155,56.917,29.181,Halil Rud,2123,131,2242.619332,9862.262739,mix(woodland_x),4.5767727,2.6204689,Murc, Red conglomerate,A-C-W,"Hot and dry, with a dry period longer than the humid period"
156,56.983,29.172,Halil Rud,1985,131,1625.291028,3595.349549,poorrange,4.1981239,2.4039364,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
157,56.983,29.168,Halil Rud,1967,131,1797.616731,3747.385533,poorrange,11.9014301,6.7870922,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
158,56.983,29.167,Halil Rud,1967,131,1748.352474,3792.547183,poorrange,10.5125008,6.0011773,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
159,57,29.153,Halil Rud,1900,131,293.8838795,3261.838433,modrange,18.2922897,10.3661041,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
160,57,29.15,Halil Rud,1896,131,184.7783071,3269.594354,modrange,8.1029339,4.6325183,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
161,56.744,29.26,Halil Rud,2428,131,775.851024,4094.80062,mix(poorrange_x),4.9883275,2.8557341,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
162,57.417,29.167,Namakzar-e Shahdad,2638,138,1270.877107,5361.727293,poorrange,2.1500587,1.2317032,Qft1,High level piedmont fan and valley terrces deposits,A-C-W,"Hot and dry, with a dry period longer than the humid period"
163,57.431,29.165,Namakzar-e Shahdad,2650,138,2108.045784,6433.145342,goodrange,8.1739359,4.6729317,K1c,Sandstone and conglomerate,A-C-W,"Hot and dry, with a dry period longer than the humid period"
164,56.611,29.543,Shur Ab,2778,110,1110.952757,8667.774648,woodland2,23.0513287,12.9806929,Plav," Andesitic lavas with minor basaltic andesite , tuff and breccias interbedded with volcanoclastic sandstone and boulder conglomerate ( Bazman Volcanism )",A-K-W,"Hot and dry, with a dry period longer than the humid period"
165,56.722,29.281,Halil Rud,2473,131,586.459514,5084.671352,poorrange,9.9875088,5.7035069,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
166,56.725,29.272,Halil Rud,2422,131,1151.868639,5011.119686,agri,10.0739202,5.7525239,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
167,56.397,29.458,Halil Rud,2618,122,860.1967237,92.04776956,poorrange,6.2511363,3.576983,sr,Serpentinite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
168,57.888,28.906,Halil Rud,1988,94,850.8895675,965.367413,urban,9.6153555,5.4923077,Edavt,Early Devonian volcanic tuff,A-C-W,"Hot and dry, with a dry period longer than the humid period"
169,56.814,29.45,Shur Ab,3583,131,662.7146022,6118.524689,woodland2,36.0660934,19.8323936,PLgr,Proterozoic laterite-bauxite,SA-K-M,"Moderate, with a moderate and hot and humid and dry period"
170,56.931,29.332,Halil Rud,2387,131,283.4509694,704.271832,modrange,2.7209609,1.5586112,Eabvt,Early Albian volcanic tuff,A-C-W,"Hot and dry, with a dry period longer than the humid period"
171,57.91,29.101,Namakzar-e Shahdad,1999,112,1322.423333,1067.799959,modrange,18.2002506,10.3150692,Edavt,Early Devonian volcanic tuff,A-C-W,"Hot and dry, with a dry period longer than the humid period"
172,57.907,29.104,Namakzar-e Shahdad,1995,112,1707.919233,1222.372894,modrange,16.4766006,9.3563337,Edavt,Early Devonian volcanic tuff,A-C-W,"Hot and dry, with a dry period longer than the humid period"
173,57.901,29.101,Namakzar-e Shahdad,2080,112,2180.725021,1598.027819,modrange,32.7316208,18.1241112,Edavt,Early Devonian volcanic tuff,A-C-W,"Hot and dry, with a dry period longer than the humid period"
174,57.938,29.017,Namakzar-e Shahdad,2385,112,1164.292277,869.2175364,modrange,15.0899534,8.5811644,Edsv,Early Devonian subaqueous volcanic rocks,A-C-W,"Hot and dry, with a dry period longer than the humid period"
175,57.08,29.285,Halil Rud,2260,138,293.1023342,1847.386747,poorrange,27.0505295,15.1365566,Qft2, Low level piedmont fan and valley teraces deposite,A-C-W,"Hot and dry, with a dry period longer than the humid period"
176,56.983,29.201,Halil Rud,2041,131,1760.787205,4073.068693,poorrange,17.5208359,9.9378281,Mur,"Red marl , gypsiferous marl , sandstone and conglomerate (Upper Red Fm . )",A-C-W,"Hot and dry, with a dry period longer than the humid period"
177,61,28.642,Bampur,2656,81,2055.161184,5923.316858,verylowforest,13.3894033,7.6262059,Qabvs,Quaternary ablation valley sediments,A-C-W,"Hot and dry, with a dry period longer than the humid period"
178,51.129,31.3,Karun,2073,158,534.9480351,9240.526519,modrange,26.6178341,14.9052925,Mlgs," Anhydrite , salt , grey and red marl alternating with anhydrite , argillaceous limestone and limestone ( GACHSARAN FM . )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
179,51.088,31.346,Karun,2223,158,210.7674575,11001.77504,agri,11.1784964,6.3783269,Qft2, Low level piedmont fan and valley teraces deposite,SA-K-W,"Hot and dry, with a dry period longer than the humid period"
180,51.156,30.464,Zohreh,1761,152,1529.838626,23777.18133,mix(bagh_X),23.0881176,13.0007067,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
181,51.156,30.458,Zohreh,1592,152,1987.34432,23993.3351,lowforest,35.0792694,19.3304977,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
182,51.161,30.454,Zohreh,1444,152,2293.871383,24596.32523,lowforest,25.3787212,14.2402878,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
183,51.165,30.458,Zohreh,1467,152,1826.527328,24808.72584,lowforest,24.6503391,13.8475323,Kbgp,"Undivided Bangestan Group , mainly limestone and shale , Albian to Companian , comprising the following formations : Kazhdumi , Sarvak , Surgah and Ilam FORMATIONS )",SA-C-W,"Hot and dry, with a dry period longer than the humid period"
184,51.167,30.982,Karun,1867,176,293.3738894,11372.8788,mix(agri_dryfarming),6.8123493,3.8971674,PeEpd, Blue and purple shale and marl interbedded with the argillaceous limestone ( Pabdeh Fm. ),SA-C-W,"Hot and dry, with a dry period longer than the humid period"
